139	75
4	119
3	117
135	77
138	67
134	68
131	64
124	61
119	57
128	84
131	90
125	97
120	105
114	100
111	103
106	98
109	94
124	113
129	114
102	107
100	111
95	117
107	116
112	120
115	124
116	127
135	106
138	103
145	97
148	95
153	92
144	87
154	82
153	80
149	71
161	69
168	75
71	190
96	41
196	108
5	175
105	64
55	130
155	197
17	96
167	118
192	148
61	170
36	125
86	22
