115	78
112	80
62	146
37	102
108	71
123	73
126	79
129	68
133	83
136	63
139	61
140	70
41	111
66	155
143	87
139	96
146	101
149	109
153	92
35	120
30	115
26	109
23	112
20	105
60	164
55	160
51	153
46	122
44	128
125	91
121	100
119	106
128	103
134	107
114	113
107	108
103	111
82	47
182	113
169	143
94	165
13	121
88	106
188	173
25	61
50	71
150	138
100	27
1	160
101	49
