pharos_id,dataset_id,sample_id,animal_id,host_species,host_species_ncbi_tax_id,spatial_uncertainty,collection_date,collection_method_or_tissue,detection_method,primer_sequence,primer_citation,detection_target,detection_target_ncbi_tax_id,detection_outcome,detection_measurement,detection_measurement_units,pathogen,pathogen_ncbi_tax_id,genbank_accession,detection_comments,organism_sex,dead_or_alive,health_notes,life_stage,age,mass,length,latitude,longitude,wkt
prjDRDdtkMtWe-setAKoePEch9e-recqRH56GS68A,setAKoePEch9e,531,,Vulpes vulpes,9627,,2009-06-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.476101,13.434552,POINT(13.434552 52.476101)
prjDRDdtkMtWe-setAKoePEch9e-recsQQdSiaLCm,setAKoePEch9e,533,,Vulpes vulpes,9627,,2009-06-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recPPdOBxD7pF,setAKoePEch9e,538,,Vulpes vulpes,9627,,2009-06-26,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.536257,13.376286,POINT(13.376286 52.536257)
prjDRDdtkMtWe-setAKoePEch9e-recpHmLieNGbv,setAKoePEch9e,539,,Vulpes vulpes,9627,,2009-06-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.453817,13.34816,POINT(13.34816 52.453817)
prjDRDdtkMtWe-setAKoePEch9e-rech4XO5yxMII,setAKoePEch9e,540,,Vulpes vulpes,9627,,2009-06-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.461342,13.427873,POINT(13.427873 52.461342)
prjDRDdtkMtWe-setAKoePEch9e-recTsvFgWFPXd,setAKoePEch9e,541,,Vulpes vulpes,9627,,2009-06-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.605271,13.232764,POINT(13.232764 52.605271)
prjDRDdtkMtWe-setAKoePEch9e-rectc7Tw1h0we,setAKoePEch9e,542,,Vulpes vulpes,9627,,2009-07-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.542603,13.387435,POINT(13.387435 52.542603)
prjDRDdtkMtWe-setAKoePEch9e-rec1UbkumDuxf,setAKoePEch9e,543,,Vulpes vulpes,9627,,2009-07-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.425689,13.276891,POINT(13.276891 52.425689)
prjDRDdtkMtWe-setAKoePEch9e-recCWERffehWI,setAKoePEch9e,544,,Vulpes vulpes,9627,,2009-07-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.559024,13.337532,POINT(13.337532 52.559024)
prjDRDdtkMtWe-setAKoePEch9e-recroCPKoVbvv,setAKoePEch9e,545,,Vulpes vulpes,9627,,2009-08-02,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.438927,13.427083,POINT(13.427083 52.438927)
prjDRDdtkMtWe-setAKoePEch9e-receKoom5yRXg,setAKoePEch9e,546,,Vulpes vulpes,9627,,2009-08-15,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.450209,13.434632,POINT(13.434632 52.450209)
prjDRDdtkMtWe-setAKoePEch9e-recO7gDn6TGLS,setAKoePEch9e,547,,Vulpes vulpes,9627,,2009-08-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recDoysasguqY,setAKoePEch9e,548,,Vulpes vulpes,9627,,2009-09-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.414572,13.400997,POINT(13.400997 52.414572)
prjDRDdtkMtWe-setAKoePEch9e-recV2qta3r5Yy,setAKoePEch9e,549,,Vulpes vulpes,9627,,2009-09-15,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.418472,13.336531,POINT(13.336531 52.418472)
prjDRDdtkMtWe-setAKoePEch9e-rec366xFFkdYo,setAKoePEch9e,551,,Vulpes vulpes,9627,,2009-09-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.560765,13.208591,POINT(13.208591 52.560765)
prjDRDdtkMtWe-setAKoePEch9e-recuBiDKvYZkM,setAKoePEch9e,552,,Vulpes vulpes,9627,,2009-10-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.544671,13.427525,POINT(13.427525 52.544671)
prjDRDdtkMtWe-setAKoePEch9e-recahd8wunjEV,setAKoePEch9e,553,,Vulpes vulpes,9627,,2009-10-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.414709,13.438951,POINT(13.438951 52.414709)
prjDRDdtkMtWe-setAKoePEch9e-reckgIrSoVFVF,setAKoePEch9e,554,,Vulpes vulpes,9627,,2009-10-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.409993,13.330194,POINT(13.330194 52.409993)
prjDRDdtkMtWe-setAKoePEch9e-recqSckDhWVqL,setAKoePEch9e,555,,Vulpes vulpes,9627,,2009-10-11,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.519028,13.580622,POINT(13.580622 52.519028)
prjDRDdtkMtWe-setAKoePEch9e-rechN4sLGbd0x,setAKoePEch9e,557,,Vulpes vulpes,9627,,2009-10-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.526893,13.343067,POINT(13.343067 52.526893)
prjDRDdtkMtWe-setAKoePEch9e-rec7RF5mGQuAG,setAKoePEch9e,558,,Vulpes vulpes,9627,,2009-10-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.419568,13.358716,POINT(13.358716 52.419568)
prjDRDdtkMtWe-setAKoePEch9e-reclpq5bMhO6D,setAKoePEch9e,559,,Vulpes vulpes,9627,,2009-10-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.42107,13.340761,POINT(13.340761 52.42107)
prjDRDdtkMtWe-setAKoePEch9e-recqD5AKHoYvJ,setAKoePEch9e,560,,Vulpes vulpes,9627,,2009-10-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.525676,13.357896,POINT(13.357896 52.525676)
prjDRDdtkMtWe-setAKoePEch9e-recNYXGcB07Ps,setAKoePEch9e,561,,Vulpes vulpes,9627,,2009-11-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.411343,13.345183,POINT(13.345183 52.411343)
prjDRDdtkMtWe-setAKoePEch9e-rec5uQTKYLPZ9,setAKoePEch9e,562,,Vulpes vulpes,9627,,2009-11-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.423797,13.385607,POINT(13.385607 52.423797)
prjDRDdtkMtWe-setAKoePEch9e-recCI0n4QZI3q,setAKoePEch9e,563,,Vulpes vulpes,9627,,2009-11-10,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.51363,13.33639,POINT(13.33639 52.51363)
prjDRDdtkMtWe-setAKoePEch9e-recDIaTGEArL8,setAKoePEch9e,564,,Vulpes vulpes,9627,,2009-11-11,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.445358,13.378979,POINT(13.378979 52.445358)
prjDRDdtkMtWe-setAKoePEch9e-recICdf0xoti6,setAKoePEch9e,565,,Vulpes vulpes,9627,,2009-12-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.427819,13.347641,POINT(13.347641 52.427819)
prjDRDdtkMtWe-setAKoePEch9e-recsxCPentqUB,setAKoePEch9e,566,,Vulpes vulpes,9627,,2009-12-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.484788,13.378224,POINT(13.378224 52.484788)
prjDRDdtkMtWe-setAKoePEch9e-recq14tE2tRwG,setAKoePEch9e,567,,Vulpes vulpes,9627,,2010-01-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.431931,13.36603,POINT(13.36603 52.431931)
prjDRDdtkMtWe-setAKoePEch9e-reciN6q8kopzA,setAKoePEch9e,568,,Vulpes vulpes,9627,,2010-01-17,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.431125,13.392104,POINT(13.392104 52.431125)
prjDRDdtkMtWe-setAKoePEch9e-recPhYtzVe8yV,setAKoePEch9e,569,,Vulpes vulpes,9627,,2010-01-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.528856,13.37996,POINT(13.37996 52.528856)
prjDRDdtkMtWe-setAKoePEch9e-recQfBxRRbZxZ,setAKoePEch9e,570,,Vulpes vulpes,9627,,2010-01-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.445306,13.367565,POINT(13.367565 52.445306)
prjDRDdtkMtWe-setAKoePEch9e-recRQD3KMqyhy,setAKoePEch9e,571,,Vulpes vulpes,9627,,2010-01-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.435785,13.385821,POINT(13.385821 52.435785)
prjDRDdtkMtWe-setAKoePEch9e-rec1XaQqdHXAK,setAKoePEch9e,572,,Vulpes vulpes,9627,,2010-01-31,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.481318,13.348917,POINT(13.348917 52.481318)
prjDRDdtkMtWe-setAKoePEch9e-recIHF4zGTsz6,setAKoePEch9e,573,,Vulpes vulpes,9627,,2010-01-31,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.402321,13.410093,POINT(13.410093 52.402321)
prjDRDdtkMtWe-setAKoePEch9e-reckcizpXVpGk,setAKoePEch9e,574,,Vulpes vulpes,9627,,2010-02-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.47361,13.428087,POINT(13.428087 52.47361)
prjDRDdtkMtWe-setAKoePEch9e-receBGshG2Y6d,setAKoePEch9e,577,,Vulpes vulpes,9627,,2010-02-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.505038,13.573334,POINT(13.573334 52.505038)
prjDRDdtkMtWe-setAKoePEch9e-recgVEq5DNNhT,setAKoePEch9e,578,,Vulpes vulpes,9627,,2010-02-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.421662,13.422351,POINT(13.422351 52.421662)
prjDRDdtkMtWe-setAKoePEch9e-receSAfOwYjQi,setAKoePEch9e,579,,Vulpes vulpes,9627,,2010-02-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.41303,13.41547,POINT(13.41547 52.41303)
prjDRDdtkMtWe-setAKoePEch9e-recfwaJ6BArDe,setAKoePEch9e,580,,Vulpes vulpes,9627,,2010-02-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.428894,13.36275,POINT(13.36275 52.428894)
prjDRDdtkMtWe-setAKoePEch9e-reczKhAbHgRgr,setAKoePEch9e,581,,Vulpes vulpes,9627,,2010-02-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.42022,13.392784,POINT(13.392784 52.42022)
prjDRDdtkMtWe-setAKoePEch9e-recrqTJ8HoLm9,setAKoePEch9e,582,,Vulpes vulpes,9627,,2010-03-01,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.40902,13.481254,POINT(13.481254 52.40902)
prjDRDdtkMtWe-setAKoePEch9e-recn7uv9yX1h1,setAKoePEch9e,583,,Vulpes vulpes,9627,,2010-03-02,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.482973,13.387168,POINT(13.387168 52.482973)
prjDRDdtkMtWe-setAKoePEch9e-recXPOEgnx1VL,setAKoePEch9e,584,,Vulpes vulpes,9627,,2010-03-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.404144,13.395974,POINT(13.395974 52.404144)
prjDRDdtkMtWe-setAKoePEch9e-recFCc6QdPU2z,setAKoePEch9e,586,,Vulpes vulpes,9627,,2010-03-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.42369,13.409716,POINT(13.409716 52.42369)
prjDRDdtkMtWe-setAKoePEch9e-recMuKbMCKOmS,setAKoePEch9e,588,,Vulpes vulpes,9627,,2010-03-22,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.499256,13.41792,POINT(13.41792 52.499256)
prjDRDdtkMtWe-setAKoePEch9e-recvqQKGF2B3w,setAKoePEch9e,589,,Vulpes vulpes,9627,,2010-03-22,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.533663,13.353639,POINT(13.353639 52.533663)
prjDRDdtkMtWe-setAKoePEch9e-recrek4lzx9E1,setAKoePEch9e,590,,Vulpes vulpes,9627,,2010-04-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.557592,13.352297,POINT(13.352297 52.557592)
prjDRDdtkMtWe-setAKoePEch9e-recOv0pysW2nH,setAKoePEch9e,593,,Vulpes vulpes,9627,,2010-04-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.52398,13.355262,POINT(13.355262 52.52398)
prjDRDdtkMtWe-setAKoePEch9e-recX8OQt5TmK3,setAKoePEch9e,594,,Vulpes vulpes,9627,,2010-04-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.605828,13.205849,POINT(13.205849 52.605828)
prjDRDdtkMtWe-setAKoePEch9e-reccTxgySLSkd,setAKoePEch9e,595,,Vulpes vulpes,9627,,2010-05-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.439903,13.418409,POINT(13.418409 52.439903)
prjDRDdtkMtWe-setAKoePEch9e-recD4ZiIS0eJP,setAKoePEch9e,596,,Vulpes vulpes,9627,,2010-05-14,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.523119,13.542976,POINT(13.542976 52.523119)
prjDRDdtkMtWe-setAKoePEch9e-recX3WJ1NJP2y,setAKoePEch9e,597,,Vulpes vulpes,9627,,2010-05-22,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.454568,13.270671,POINT(13.270671 52.454568)
prjDRDdtkMtWe-setAKoePEch9e-rec28REkgu7aw,setAKoePEch9e,598,,Vulpes vulpes,9627,,2010-05-31,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.47769,13.440233,POINT(13.440233 52.47769)
prjDRDdtkMtWe-setAKoePEch9e-rec14Mu4MWYWJ,setAKoePEch9e,599,,Vulpes vulpes,9627,,2010-06-04,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.489462,13.306686,POINT(13.306686 52.489462)
prjDRDdtkMtWe-setAKoePEch9e-recw20LG7jw7n,setAKoePEch9e,600,,Vulpes vulpes,9627,,2010-06-17,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.570197,13.332305,POINT(13.332305 52.570197)
prjDRDdtkMtWe-setAKoePEch9e-rec1xDO3siu4u,setAKoePEch9e,601,,Vulpes vulpes,9627,,2010-07-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.552872,13.229913,POINT(13.229913 52.552872)
prjDRDdtkMtWe-setAKoePEch9e-recaxVTBk1a9S,setAKoePEch9e,602,,Vulpes vulpes,9627,,2010-07-18,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.454294,13.249287,POINT(13.249287 52.454294)
prjDRDdtkMtWe-setAKoePEch9e-rec1xFXDn16ep,setAKoePEch9e,603,,Vulpes vulpes,9627,,2010-07-26,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.481133,13.518942,POINT(13.518942 52.481133)
prjDRDdtkMtWe-setAKoePEch9e-recxIEKUK2NO9,setAKoePEch9e,604,,Vulpes vulpes,9627,,2010-07-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.536885,13.255845,POINT(13.255845 52.536885)
prjDRDdtkMtWe-setAKoePEch9e-rec9vBC1gv070,setAKoePEch9e,605,,Vulpes vulpes,9627,,2010-07-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.635864,13.306343,POINT(13.306343 52.635864)
prjDRDdtkMtWe-setAKoePEch9e-rec4hx1Z8gLj4,setAKoePEch9e,606,,Vulpes vulpes,9627,,2010-08-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.501422,13.339747,POINT(13.339747 52.501422)
prjDRDdtkMtWe-setAKoePEch9e-recAqEBzEN6YS,setAKoePEch9e,607,,Vulpes vulpes,9627,,2010-08-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.455483,13.453996,POINT(13.453996 52.455483)
prjDRDdtkMtWe-setAKoePEch9e-rec84E977UmDq,setAKoePEch9e,608,,Vulpes vulpes,9627,,2010-08-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.489203,13.582509,POINT(13.582509 52.489203)
prjDRDdtkMtWe-setAKoePEch9e-reci3iyeQayBx,setAKoePEch9e,609,,Vulpes vulpes,9627,,2010-08-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.592095,13.274394,POINT(13.274394 52.592095)
prjDRDdtkMtWe-setAKoePEch9e-reczWf481YbSM,setAKoePEch9e,610,,Vulpes vulpes,9627,,2010-08-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.599393,13.245579,POINT(13.245579 52.599393)
prjDRDdtkMtWe-setAKoePEch9e-recUKznaIrVfE,setAKoePEch9e,611,,Vulpes vulpes,9627,,2010-09-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.531884,13.520077,POINT(13.520077 52.531884)
prjDRDdtkMtWe-setAKoePEch9e-recauDyAOmRlQ,setAKoePEch9e,612,,Vulpes vulpes,9627,,2010-09-19,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.533079,13.387962,POINT(13.387962 52.533079)
prjDRDdtkMtWe-setAKoePEch9e-rec81dHBRxtT3,setAKoePEch9e,613,,Vulpes vulpes,9627,,2010-09-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.523254,13.247821,POINT(13.247821 52.523254)
prjDRDdtkMtWe-setAKoePEch9e-recD5t9OL96SM,setAKoePEch9e,614,,Vulpes vulpes,9627,,2010-09-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.637958,13.306003,POINT(13.306003 52.637958)
prjDRDdtkMtWe-setAKoePEch9e-rec5mqLwckkzS,setAKoePEch9e,615,,Vulpes vulpes,9627,,2010-10-04,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.478554,13.477118,POINT(13.477118 52.478554)
prjDRDdtkMtWe-setAKoePEch9e-recqnnZH9R0Dz,setAKoePEch9e,616,,Vulpes vulpes,9627,,2010-10-04,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.522523,13.407364,POINT(13.407364 52.522523)
prjDRDdtkMtWe-setAKoePEch9e-recoV4HATViUk,setAKoePEch9e,617,,Vulpes vulpes,9627,,2010-10-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.493552,13.473457,POINT(13.473457 52.493552)
prjDRDdtkMtWe-setAKoePEch9e-rec2DhXISRBnt,setAKoePEch9e,618,,Vulpes vulpes,9627,,2010-10-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.395607,13.632405,POINT(13.632405 52.395607)
prjDRDdtkMtWe-setAKoePEch9e-rec8NUekNlZsh,setAKoePEch9e,619,,Vulpes vulpes,9627,,2010-10-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.52945,13.369152,POINT(13.369152 52.52945)
prjDRDdtkMtWe-setAKoePEch9e-recw0X2PssJ5D,setAKoePEch9e,620,,Vulpes vulpes,9627,,2010-10-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.428966,13.550692,POINT(13.550692 52.428966)
prjDRDdtkMtWe-setAKoePEch9e-reciBkrUg5T8I,setAKoePEch9e,621,,Vulpes vulpes,9627,,2010-11-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.540805,13.424788,POINT(13.424788 52.540805)
prjDRDdtkMtWe-setAKoePEch9e-rec0bBKI7MKP1,setAKoePEch9e,622,,Vulpes vulpes,9627,,2010-11-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.47701,13.371646,POINT(13.371646 52.47701)
prjDRDdtkMtWe-setAKoePEch9e-recZSzWNJzxO4,setAKoePEch9e,623,,Vulpes vulpes,9627,,2010-11-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.408922,13.270384,POINT(13.270384 52.408922)
prjDRDdtkMtWe-setAKoePEch9e-recrZRB3BG6e9,setAKoePEch9e,624,,Vulpes vulpes,9627,,2010-11-19,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recUps7sxaUDE,setAKoePEch9e,625,,Vulpes vulpes,9627,,2010-11-19,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recZ27hnNuybv,setAKoePEch9e,626,,Vulpes vulpes,9627,,2010-12-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,juvenile,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recwYXXG1P4U8,setAKoePEch9e,627,,Vulpes vulpes,9627,,2010-12-17,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-recbIGWmp68FH,setAKoePEch9e,628,,Vulpes vulpes,9627,,2011-01-03,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.42564,13.207512,POINT(13.207512 52.42564)
prjDRDdtkMtWe-setAKoePEch9e-rectXUrHvT1fK,setAKoePEch9e,629,,Vulpes vulpes,9627,,2011-02-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.404046,13.500309,POINT(13.500309 52.404046)
prjDRDdtkMtWe-setAKoePEch9e-recS4s6mAdREg,setAKoePEch9e,630,,Vulpes vulpes,9627,,2011-03-14,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.614385,13.309858,POINT(13.309858 52.614385)
prjDRDdtkMtWe-setAKoePEch9e-recG8L941HlPI,setAKoePEch9e,631,,Vulpes vulpes,9627,,2011-03-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.52882,13.537974,POINT(13.537974 52.52882)
prjDRDdtkMtWe-setAKoePEch9e-recLCTXOTQebe,setAKoePEch9e,632,,Vulpes vulpes,9627,,2011-03-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.538335,13.5612,POINT(13.5612 52.538335)
