pharos_id,dataset_id,sample_id,animal_id,host_species,host_species_ncbi_tax_id,spatial_uncertainty,collection_date,collection_method_or_tissue,detection_method,primer_sequence,primer_citation,detection_target,detection_target_ncbi_tax_id,detection_outcome,detection_measurement,detection_measurement_units,pathogen,pathogen_ncbi_tax_id,genbank_accession,detection_comments,organism_sex,dead_or_alive,health_notes,life_stage,age,mass,length,latitude,longitude,wkt
prjDRDdtkMtWe-setAKoePEch9e-recQrhaIB9Jfv,setAKoePEch9e,133,,Vulpes vulpes,9627,,2009-07-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.420918,13.412526,POINT(13.412526 52.420918)
prjDRDdtkMtWe-setAKoePEch9e-recodrYPsVaNK,setAKoePEch9e,210,,Vulpes vulpes,9627,,2010-07-14,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.424791,13.373925,POINT(13.373925 52.424791)
prjDRDdtkMtWe-setAKoePEch9e-recDwH4azFGvs,setAKoePEch9e,215,,Vulpes vulpes,9627,,2010-08-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.632251,13.302436,POINT(13.302436 52.632251)
prjDRDdtkMtWe-setAKoePEch9e-recQ4lVcPsghZ,setAKoePEch9e,220,,Vulpes vulpes,9627,,2010-09-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.399909,13.405908,POINT(13.405908 52.399909)
prjDRDdtkMtWe-setAKoePEch9e-recgPNqWzf0t6,setAKoePEch9e,226,,Vulpes vulpes,9627,,2010-10-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,unknown,,,,52.60414,13.324828,POINT(13.324828 52.60414)
prjDRDdtkMtWe-setAKoePEch9e-recC7OEDu7Y5X,setAKoePEch9e,253,,Vulpes vulpes,9627,,2011-04-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.431692,13.483074,POINT(13.483074 52.431692)
prjDRDdtkMtWe-setAKoePEch9e-recsbE74MR3UG,setAKoePEch9e,320,,Vulpes vulpes,9627,,2012-05-02,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.522014,13.616708,POINT(13.616708 52.522014)
prjDRDdtkMtWe-setAKoePEch9e-reckF5in8Mp5L,setAKoePEch9e,330,,Vulpes vulpes,9627,,2012-07-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,unknown,,,,52.506926,13.369686,POINT(13.369686 52.506926)
prjDRDdtkMtWe-setAKoePEch9e-rec6oMlX2U08G,setAKoePEch9e,340,,Vulpes vulpes,9627,,2012-08-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.552517,13.580609,POINT(13.580609 52.552517)
prjDRDdtkMtWe-setAKoePEch9e-recq1v2lpeUnP,setAKoePEch9e,344,,Vulpes vulpes,9627,,2012-08-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,male,dead,,juvenile,,,,52.584024,13.352335,POINT(13.352335 52.584024)
prjDRDdtkMtWe-setAKoePEch9e-recYqWANnKyZU,setAKoePEch9e,347,,Vulpes vulpes,9627,,2012-09-10,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,juvenile,,,,52.547598,13.571925,POINT(13.571925 52.547598)
prjDRDdtkMtWe-setAKoePEch9e-recf4qaVC7gbZ,setAKoePEch9e,349,,Vulpes vulpes,9627,,2012-10-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,unknown,,,,52.533714,13.20637,POINT(13.20637 52.533714)
prjDRDdtkMtWe-setAKoePEch9e-rec1i5ufTItuA,setAKoePEch9e,366,,Vulpes vulpes,9627,,2012-11-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,unknown,,,,52.44349,13.714105,POINT(13.714105 52.44349)
prjDRDdtkMtWe-setAKoePEch9e-recsEb0jDJzp3,setAKoePEch9e,383,,Vulpes vulpes,9627,,2013-01-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.435348,13.389894,POINT(13.389894 52.435348)
prjDRDdtkMtWe-setAKoePEch9e-recdfY3XSoqHz,setAKoePEch9e,385,,Vulpes vulpes,9627,,2013-01-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.55358,13.401205,POINT(13.401205 52.55358)
prjDRDdtkMtWe-setAKoePEch9e-rech5zXRiZWhk,setAKoePEch9e,389,,Vulpes vulpes,9627,,2013-01-10,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,adult,,,,52.527985,13.227176,POINT(13.227176 52.527985)
prjDRDdtkMtWe-setAKoePEch9e-reckuxJ6gGMjU,setAKoePEch9e,433,,Vulpes vulpes,9627,,2013-05-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,unknown,,,,52.50543,13.398747,POINT(13.398747 52.50543)
prjDRDdtkMtWe-setAKoePEch9e-recblMzOBKXSf,setAKoePEch9e,440,,Vulpes vulpes,9627,,2013-06-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,unknown,dead,,juvenile,,,,52.497756,13.554825,POINT(13.554825 52.497756)
prjDRDdtkMtWe-setAKoePEch9e-recvf8Rcvcisf,setAKoePEch9e,442,,Vulpes vulpes,9627,,2013-07-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,juvenile,,,,52.51655,13.545361,POINT(13.545361 52.51655)
prjDRDdtkMtWe-setAKoePEch9e-rec0E7B4uHgpj,setAKoePEch9e,444,,Vulpes vulpes,9627,,2013-07-18,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,juvenile,,,,52.485094,13.570128,POINT(13.570128 52.485094)
prjDRDdtkMtWe-setAKoePEch9e-recsGaJMf1Bzc,setAKoePEch9e,446,,Vulpes vulpes,9627,,2013-07-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,juvenile,,,,52.458238,13.304875,POINT(13.304875 52.458238)
prjDRDdtkMtWe-setAKoePEch9e-recp1oPD5UU2A,setAKoePEch9e,447,,Vulpes vulpes,9627,,2008-06-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.422993,13.672176,POINT(13.672176 52.422993)
prjDRDdtkMtWe-setAKoePEch9e-recslcWLZhaPr,setAKoePEch9e,448,,Vulpes vulpes,9627,,2008-06-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.440198,13.282201,POINT(13.282201 52.440198)
prjDRDdtkMtWe-setAKoePEch9e-recADR3XC0Jpu,setAKoePEch9e,450,,Vulpes vulpes,9627,,2008-07-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.572263,13.207139,POINT(13.207139 52.572263)
prjDRDdtkMtWe-setAKoePEch9e-recbOkH88gIY6,setAKoePEch9e,517,,Vulpes vulpes,9627,,2009-04-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.381491,13.644779,POINT(13.644779 52.381491)
prjDRDdtkMtWe-setAKoePEch9e-rec0c0IO7MB4L,setAKoePEch9e,518,,Vulpes vulpes,9627,,2009-05-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.41537,13.140061,POINT(13.140061 52.41537)
prjDRDdtkMtWe-setAKoePEch9e-recQEtTebq5iy,setAKoePEch9e,535,,Vulpes vulpes,9627,,2009-06-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.459337,13.350705,POINT(13.350705 52.459337)
prjDRDdtkMtWe-setAKoePEch9e-recQUxnO5OpCf,setAKoePEch9e,537,,Vulpes vulpes,9627,,2009-06-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,unknown,,,,52.446922,13.126369,POINT(13.126369 52.446922)
prjDRDdtkMtWe-setAKoePEch9e-recoYfIGOLJef,setAKoePEch9e,652,,Vulpes vulpes,9627,,2011-07-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.556068,13.361656,POINT(13.361656 52.556068)
prjDRDdtkMtWe-setAKoePEch9e-recpsevygzHa3,setAKoePEch9e,678,,Vulpes vulpes,9627,,2012-04-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,inconclusive,,,Canine distemper virus,11233,,,female,dead,,adult,,,,52.522547,13.528698,POINT(13.528698 52.522547)
prjDRDdtkMtWe-setAKoePEch9e-rec7RYMMpSoQH,setAKoePEch9e,1,,Vulpes vulpes,9627,,2008-06-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.547625,13.396958,POINT(13.396958 52.547625)
prjDRDdtkMtWe-setAKoePEch9e-recXKirsUbCr0,setAKoePEch9e,2,,Vulpes vulpes,9627,,2008-06-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.539476,13.297678,POINT(13.297678 52.539476)
prjDRDdtkMtWe-setAKoePEch9e-recSPoVcZ86cn,setAKoePEch9e,3,,Vulpes vulpes,9627,,2008-06-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.420889,13.398043,POINT(13.398043 52.420889)
prjDRDdtkMtWe-setAKoePEch9e-recOPiCFLrLcw,setAKoePEch9e,4,,Vulpes vulpes,9627,,2008-06-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.547068,13.520347,POINT(13.520347 52.547068)
prjDRDdtkMtWe-setAKoePEch9e-recmlYd6e21Wx,setAKoePEch9e,7,,Vulpes vulpes,9627,,2008-07-31,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.480284,13.534032,POINT(13.534032 52.480284)
prjDRDdtkMtWe-setAKoePEch9e-recE0TxcS1RML,setAKoePEch9e,9,,Vulpes vulpes,9627,,2008-08-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.460556,13.277919,POINT(13.277919 52.460556)
prjDRDdtkMtWe-setAKoePEch9e-rectG751whBz4,setAKoePEch9e,10,,Vulpes vulpes,9627,,2008-08-14,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.443821,13.715531,POINT(13.715531 52.443821)
prjDRDdtkMtWe-setAKoePEch9e-rec4h2Xoebh6B,setAKoePEch9e,12,,Vulpes vulpes,9627,,2008-09-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.56104,13.388566,POINT(13.388566 52.56104)
prjDRDdtkMtWe-setAKoePEch9e-recEfz6mp4ouI,setAKoePEch9e,14,,Vulpes vulpes,9627,,2008-09-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.520451,13.154544,POINT(13.154544 52.520451)
prjDRDdtkMtWe-setAKoePEch9e-reczzw1uwE47R,setAKoePEch9e,15,,Vulpes vulpes,9627,,2008-09-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.548582,13.186605,POINT(13.186605 52.548582)
prjDRDdtkMtWe-setAKoePEch9e-recf377nFD7AV,setAKoePEch9e,16,,Vulpes vulpes,9627,,2008-09-24,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.56349,13.575684,POINT(13.575684 52.56349)
prjDRDdtkMtWe-setAKoePEch9e-recbBhPtrkQm5,setAKoePEch9e,17,,Vulpes vulpes,9627,,2008-09-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.440158,13.439816,POINT(13.439816 52.440158)
prjDRDdtkMtWe-setAKoePEch9e-recHCojvU5fYM,setAKoePEch9e,19,,Vulpes vulpes,9627,,2008-10-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.522286,13.35372,POINT(13.35372 52.522286)
prjDRDdtkMtWe-setAKoePEch9e-recg0J6unZHGU,setAKoePEch9e,22,,Vulpes vulpes,9627,,2008-11-16,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.401352,13.417588,POINT(13.417588 52.401352)
prjDRDdtkMtWe-setAKoePEch9e-recDSMOmB8iV6,setAKoePEch9e,23,,Vulpes vulpes,9627,,2008-11-18,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.47502,13.294767,POINT(13.294767 52.47502)
prjDRDdtkMtWe-setAKoePEch9e-recVYEpyGvvQ7,setAKoePEch9e,24,,Vulpes vulpes,9627,,2008-11-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.538661,13.236575,POINT(13.236575 52.538661)
prjDRDdtkMtWe-setAKoePEch9e-recp8oYIznoeu,setAKoePEch9e,26,,Vulpes vulpes,9627,,2008-11-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.510703,13.228129,POINT(13.228129 52.510703)
prjDRDdtkMtWe-setAKoePEch9e-reclzPmigtgzP,setAKoePEch9e,28,,Vulpes vulpes,9627,,2008-12-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.55225,13.19993,POINT(13.19993 52.55225)
prjDRDdtkMtWe-setAKoePEch9e-rechKIgKjZywL,setAKoePEch9e,29,,Vulpes vulpes,9627,,2008-12-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.427304,13.430986,POINT(13.430986 52.427304)
prjDRDdtkMtWe-setAKoePEch9e-recBwfZhMI0Tb,setAKoePEch9e,30,,Vulpes vulpes,9627,,2008-12-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.482819,13.559801,POINT(13.559801 52.482819)
prjDRDdtkMtWe-setAKoePEch9e-reck9EYPMl205,setAKoePEch9e,31,,Vulpes vulpes,9627,,2008-12-20,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.492448,13.337962,POINT(13.337962 52.492448)
prjDRDdtkMtWe-setAKoePEch9e-reciVYdkcjHZJ,setAKoePEch9e,32,,Vulpes vulpes,9627,,2008-12-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.459327,13.305418,POINT(13.305418 52.459327)
prjDRDdtkMtWe-setAKoePEch9e-recUgzNw67lyj,setAKoePEch9e,33,,Vulpes vulpes,9627,,2008-12-27,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.549187,13.339857,POINT(13.339857 52.549187)
prjDRDdtkMtWe-setAKoePEch9e-recbExMmWXwGX,setAKoePEch9e,34,,Vulpes vulpes,9627,,2008-12-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.483073,13.287692,POINT(13.287692 52.483073)
prjDRDdtkMtWe-setAKoePEch9e-reckAopVjzN5P,setAKoePEch9e,35,,Vulpes vulpes,9627,,2009-01-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.436127,13.389248,POINT(13.389248 52.436127)
prjDRDdtkMtWe-setAKoePEch9e-recRBwVKSofiT,setAKoePEch9e,36,,Vulpes vulpes,9627,,2009-01-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.452759,13.388834,POINT(13.388834 52.452759)
prjDRDdtkMtWe-setAKoePEch9e-recLlHLJO2gaR,setAKoePEch9e,38,,Vulpes vulpes,9627,,2009-01-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.518964,13.448661,POINT(13.448661 52.518964)
prjDRDdtkMtWe-setAKoePEch9e-reczxVkbsXIDy,setAKoePEch9e,42,,Vulpes vulpes,9627,,2009-01-19,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.479627,13.259708,POINT(13.259708 52.479627)
prjDRDdtkMtWe-setAKoePEch9e-rec85kdWEmND1,setAKoePEch9e,43,,Vulpes vulpes,9627,,2009-01-21,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-rec4bzbh2InbY,setAKoePEch9e,44,,Vulpes vulpes,9627,,2009-01-23,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.576482,13.266189,POINT(13.266189 52.576482)
prjDRDdtkMtWe-setAKoePEch9e-recdnFwqXjJUC,setAKoePEch9e,45,,Vulpes vulpes,9627,,2009-01-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.463358,13.444359,POINT(13.444359 52.463358)
prjDRDdtkMtWe-setAKoePEch9e-recfFYeSzDTBZ,setAKoePEch9e,49,,Vulpes vulpes,9627,,2009-02-02,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.491273,13.297869,POINT(13.297869 52.491273)
prjDRDdtkMtWe-setAKoePEch9e-recVYqQnVjKEw,setAKoePEch9e,50,,Vulpes vulpes,9627,,2009-02-03,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.479812,13.385101,POINT(13.385101 52.479812)
prjDRDdtkMtWe-setAKoePEch9e-recfEfNccbd1l,setAKoePEch9e,60,,Vulpes vulpes,9627,,2009-02-17,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.494664,13.356436,POINT(13.356436 52.494664)
prjDRDdtkMtWe-setAKoePEch9e-recSDQTXvvVWz,setAKoePEch9e,62,,Vulpes vulpes,9627,,2009-02-18,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.52403,13.53519,POINT(13.53519 52.52403)
prjDRDdtkMtWe-setAKoePEch9e-rechAYUiS6m5W,setAKoePEch9e,64,,Vulpes vulpes,9627,,2009-02-18,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.489635,13.262051,POINT(13.262051 52.489635)
prjDRDdtkMtWe-setAKoePEch9e-recWuIwnR4Bk7,setAKoePEch9e,66,,Vulpes vulpes,9627,,2009-02-23,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.478425,13.271154,POINT(13.271154 52.478425)
prjDRDdtkMtWe-setAKoePEch9e-recKuvWX5dazS,setAKoePEch9e,80,,Vulpes vulpes,9627,,2009-03-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.403897,13.40234,POINT(13.40234 52.403897)
prjDRDdtkMtWe-setAKoePEch9e-reccPcnKp64uK,setAKoePEch9e,81,,Vulpes vulpes,9627,,2009-03-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.441916,13.317248,POINT(13.317248 52.441916)
prjDRDdtkMtWe-setAKoePEch9e-recqmoQjTKFRq,setAKoePEch9e,82,,Vulpes vulpes,9627,,2009-03-12,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.4756,13.557319,POINT(13.557319 52.4756)
prjDRDdtkMtWe-setAKoePEch9e-recUvy9cynqh0,setAKoePEch9e,83,,Vulpes vulpes,9627,,2009-03-13,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.412121,13.586016,POINT(13.586016 52.412121)
prjDRDdtkMtWe-setAKoePEch9e-reckjPKtYbgol,setAKoePEch9e,84,,Vulpes vulpes,9627,,2009-03-15,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.413874,13.593572,POINT(13.593572 52.413874)
prjDRDdtkMtWe-setAKoePEch9e-rec5yASsKoPWu,setAKoePEch9e,85,,Vulpes vulpes,9627,,2009-03-15,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.411438,13.33757,POINT(13.33757 52.411438)
prjDRDdtkMtWe-setAKoePEch9e-recvdtT82N5XM,setAKoePEch9e,92,,Vulpes vulpes,9627,,2009-03-25,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.500936,13.488043,POINT(13.488043 52.500936)
prjDRDdtkMtWe-setAKoePEch9e-recMeQMlR1TlS,setAKoePEch9e,94,,Vulpes vulpes,9627,,2009-03-29,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.427076,13.400526,POINT(13.400526 52.427076)
prjDRDdtkMtWe-setAKoePEch9e-recH5m46UK7Mz,setAKoePEch9e,95,,Vulpes vulpes,9627,,2009-03-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,adult,,,,52.474274,13.287143,POINT(13.287143 52.474274)
prjDRDdtkMtWe-setAKoePEch9e-reckYo3E7fM2E,setAKoePEch9e,98,,Vulpes vulpes,9627,,2009-04-07,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.527793,13.228279,POINT(13.228279 52.527793)
prjDRDdtkMtWe-setAKoePEch9e-recQRWE63AiQT,setAKoePEch9e,99,,Vulpes vulpes,9627,,2009-04-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.531424,13.611873,POINT(13.611873 52.531424)
prjDRDdtkMtWe-setAKoePEch9e-recjq20Iyg5hK,setAKoePEch9e,102,,Vulpes vulpes,9627,,2009-04-19,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.447026,13.387067,POINT(13.387067 52.447026)
prjDRDdtkMtWe-setAKoePEch9e-recVl128WZyYW,setAKoePEch9e,106,,Vulpes vulpes,9627,,2009-04-23,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.38074,13.641327,POINT(13.641327 52.38074)
prjDRDdtkMtWe-setAKoePEch9e-recGYN8YX77yV,setAKoePEch9e,108,,Vulpes vulpes,9627,,2009-04-28,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.414333,13.325911,POINT(13.325911 52.414333)
prjDRDdtkMtWe-setAKoePEch9e-recWXpSGC9eUR,setAKoePEch9e,109,,Vulpes vulpes,9627,,2009-04-30,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.505682,13.460015,POINT(13.460015 52.505682)
prjDRDdtkMtWe-setAKoePEch9e-recEV8nkaN05K,setAKoePEch9e,110,,Vulpes vulpes,9627,,2009-05-01,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.535136,13.461349,POINT(13.461349 52.535136)
prjDRDdtkMtWe-setAKoePEch9e-recYJPJ3j4Yps,setAKoePEch9e,111,,Vulpes vulpes,9627,,2009-05-04,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.439932,13.402799,POINT(13.402799 52.439932)
prjDRDdtkMtWe-setAKoePEch9e-recLK4uoecNs8,setAKoePEch9e,112,,Vulpes vulpes,9627,,2009-05-05,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.454586,13.437418,POINT(13.437418 52.454586)
prjDRDdtkMtWe-setAKoePEch9e-recBrevSlPz8B,setAKoePEch9e,113,,Vulpes vulpes,9627,,2009-05-06,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.386348,13.637721,POINT(13.637721 52.386348)
prjDRDdtkMtWe-setAKoePEch9e-reccnVb4GGm9F,setAKoePEch9e,115,,Vulpes vulpes,9627,,2009-05-08,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.501254,13.354893,POINT(13.354893 52.501254)
prjDRDdtkMtWe-setAKoePEch9e-recpp81oOAJoS,setAKoePEch9e,116,,Vulpes vulpes,9627,,2009-05-09,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.385673,13.388039,POINT(13.388039 52.385673)
prjDRDdtkMtWe-setAKoePEch9e-reckdKefpcueD,setAKoePEch9e,117,,Vulpes vulpes,9627,,2009-05-14,,Antibody immunofluorescence test,,,Canine distemper virus,11233,negative,,,Canine distemper virus,11233,,,male,dead,,unknown,,,,52.395607,13.632405,POINT(13.632405 52.395607)
